text,sentiment
" I am twittering, LIKE A BOSS. Thanks Savvv",positive
happy almost mother`s day,positive
" you know, i would love to see 5 lies editors believe about writers. #justsayin",positive
 you have no interview today?,neutral
Up was pretty good. It was kind of depressing though,neutral
rip grandpa  graduation today...,neutral
both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology,negative
2 days till birthday! I just hope the weathers good!! And it best be good on thursday and friday! Otherwise il scream! happy b`day keiron,positive
 I would advise watching it in the cinema. I am sure the effects are worth it. Unless you have a monster TV at home,positive
" My friend is a massive Beatles fan, and she wasn`t impressed",negative
I designed a new shirttttt.,neutral
 may the 4th be with you,positive
 Walaikum assalam...  Alhamdulillah... I`m in Chicago the w`end of May 29th... Are you there? Would be nice to meat... Duas!,positive
 He doesn`t need the shirt for that Jane...we just had to suffer another two old eps tonight,negative
"1.2 mile run and 450 meter swim, things are looking better and better... Laying off the bike today",positive
 i am jealous of your mom talking to . i want to see you all our twittering is making me miss you,negative
_ara Good to hear that  Allah aapko sehat de (Y),positive
"I`ve got sunburn on my arm  In better news, my new Guitar Hero: Metallica game came and I beyond happy about that.",positive
missing ontario..,neutral
grrh my phone (brand new might i add) keep just switching itself off and others are saying theirs does the same,negative
 thank you cici  right back at ya!,positive
 hmmm how bout my boi an me jammin sum john stephens for ya?,neutral
at the taste a addison w/ her fav. ppl,neutral
" Oh no! A lot of people are starting to tweet again! Hope you could still read our multiple tweets  Philippines tour, please?",positive
 and of course it happens on the day I got a carwash.,neutral
 ive finished them now,neutral
and we`re in,neutral
I misses my bed  so sleepy!,negative
 u understand now why i keep telling u MAKE A TWITTER app that understand MY NEED,neutral
I`ll stop the world and melt with you...the cure,neutral
 no. my school will start on June1.  two days to go. i still don`t want. :l,negative
" aaaau thanks gi  , I really really love u.Thanks for being a really great friend.And forgiveme if i leave you sometime, ?",positive
Never commute in the rain. The people get so much meaner to you.,negative
 just clicked on your bio. You`re in Cantazaro!? Have been to Italy several times. But never Calabria!,neutral
"_leigh Thank you,!  Just trying to stay in a positive head space to keep pushing through it all. How`s things at your end?",positive
Homework. ew fml. Should I pull an all nighter? I think I`m gonna have to again,neutral
aww happy mother`s day,positive
but mum just burned some bacon... smoke alarm`s a ****,neutral
Day 7 without shower. No end in sight. There is stuff between my toes.,neutral
 _ i am glad to break my twitter virginity with you two.,positive
"Glad I went out, glad I didn`t leave early, and glad to be afterpartying it up @ Beth`s  I`m back!",positive
 they won`t  guys are retarded!,negative
"_d thats good to know, and I bet he looks just like you.",positive
 Since the demise of Woolworths it isn`t easy to find reasonably priced pick n mix anywhere,negative
 u callin me grimmy,negative
 72-65 Cavs! The score is and was! LOL,neutral
http://twitpic.com/4ja4b - me & raj SQUAD UP! ,neutral
" Ok that`s not true! Plus, you`re insulting me saying that I`m insulting you! I`ve been trying to cheer you up. ButĂŻÂżÂ˝nadaĂŻÂżÂ˝",negative
 Noooo! Poor SE,negative
_oliver  I was off by one year. I really wanted some of Jamies cooking books in ENGLISH!!!! not German.,neutral
Early lunch then getting all dressed up for Amy`s confirmation,neutral
" LOL, very true. I`ve been keeping an eye out for that - they arent very tech savvy so I`ve been alright thus far",neutral
 me too,neutral
victory for the bulldogs was celebrated by 3 white chocolate cheesecakes  nom nom nom WHATTA FATTYYY,negative
 Wow  That had to be difficult,negative
I hope I get the job so I can have some steady income and start eating well again. All the cheap food is horrible for you,neutral
" Heh, thanks for that adorable plug  *cough* more info at: www.samstephens.com *cough* *cough*",positive
I nvr wanted May to come to an end,positive
 sorry mo. we thought that u have to work tomorrow  we go to the casino together too :?),negative
got a super cold!,positive
 YOU`RE TELLING ME.,neutral
" My #followillfriday sucks because while I was teaching people how to be nice, you **** were drooling over Notion",negative
 LIKE DREW SAID 'GIVE TC A CHANCE' WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,negative
valium makes you feel goood. i need more. i can`t fall back asleep. i want my mommy,neutral
"thought id tanned after an hour in the sun, i was wrong....i`ve just burnt",negative
Wonders why its so hard for me to concentrate...,negative
" yeah, it works better as a command",positive
 thanks.  Sadly the streamline top II is sold out. Streamline trunk II is available in my size but that only gets me halfway.,neutral
 congrats ya ran,positive
About to go eat breakfast at jay jays cafe with my one and only,neutral
having my dinner. eating bangus.  it`s a fish.,neutral
" Thank you for approving my application at the TWA Forum, honey. Keep up the good work",positive
"sometimes i wish i were a man, i could pee were i stand, and scratch my chest, but instead? here lies a breast  hah",negative
 well then close your pretty eyes and count boring sheep  you`ll be sleeping in no time,neutral
had a good time at prom. They played Jonas Brothers for me. pretty much made my night...,positive
ha im so glad it stopped raining.  my umbrella broke today,neutral
_ERON Effy breaks my heart.,negative
Happy Mother`s Dayyyy. Love you mummyyyyyyyy,positive
 that`s a brilliant idea! only one buzz though,positive
*yaaaawwwwnnnn* thx to bank holiday... let`s see what today has prepared for us...,positive
 oh ok  well im sendin lots of love ****,positive
Oh my `Mix Khichadi` seems to be ready now .. time for Lunch  !,neutral
 I`ll have to wait for the YouTube links,neutral
 How inconsiderate!,negative
"Have been writing since 6pm & I only have 300 words. Can`t help but edit as I write. Stop it, self! Oh, I`ve also been researching too.",neutral
" Good to see you hear as well, Andy!",positive
Wishes she had a pool,positive
 Aww just read your tweet. I`m not sure about later either (work too)  feel it for us,positive
"Back at it after a weekend of working in the yard. Didn`t open the laptop once, and I`m thankful.",positive
was late,negative
taking a break from sewing to do some dishes,neutral
Took the cutest pics of Andy yesterday. But I don`t have them.  Used my bro`s fancy DSLR & didn`t have time to upload them. I want my own!,neutral
 I am also very tired,negative
 Better than nodding off when you`re 'IN' one  LOL,neutral
    - brief interruption- brb. goodnight if i don`t catch u again later. gotta ck something,positive
Happy mother`s day all you moms!,positive
 thanks  ****,positive
"No more drinking for Harm   Doc is convinced that it`s the cause of my PCVs (look it up).Told not to stop smoking just yet, that will come",neutral
my phone is dead and my charger is miles away.. _S_R  i`ll talk to you in august,neutral
 i am so jealous!!,negative
head hurts and I feel sick  and I have to go to work tomorrow,negative
I feel like an M&M McFlurry  mmm... But I won`t get one coz I need to look good for when I go to the States!!! 7 weeks 2 go aaaaahhhh!!!,neutral
"ok, i am finally starting to hit a draw, but now my short game has gone to ****!",negative
"_rosaen i LOVE your new bracelets!! im a very proud sista...you rock, girly",positive
 i cant believe you are closing 2moro and ive never had a chance to see the show  Good luck to everyone - you are all stars!,neutral
" i flew from washington to calfornia , are you still gonna be at the meet&  greet tomorrow ?",neutral
"ya know why today sucks? its been raining, we have no $, & no possibility of a magic friday.  so whats goin down tonight?",negative
 i love everrything from breadtalk  i would eat the whole place if i could,positive
"I miss my dog  r.i.p.Batman... Yeah, Batman (I really hope `all dogs go to heaven` is true)",negative
"_66 I haven`t had slip-ons in years, since my checkered days. Matter of fact I only have my torn up all black classics.",neutral
WOW. My teacher just called me a skunk cuz of my hair,positive
 You`re not here. I hope you`re still resting.  I don`t want you to be stressed.,positive
 have a great camp!!!!! Wish I could be there.,positive
good afternoon.  http://plurk.com/p/suyev,positive
92.7 is turning it right about now.,neutral
At the dentist for Hopes first check up. Lets she how she handles a dentist.,neutral
 congratss to them,positive
 thanks!!  my friends and I went and watched movies and ate chocolate chip pancakes at one of my friends` house. it was fabulous!,positive
I guess you didn`t hear the grumbles when kindle came out with no cover. My purse +eink screen = shortcut to broken screen  ,neutral
off to lunch with all the people from aikido,neutral
"For every kiss you give me, I`ll give you three -",positive
" **** straight you know what the game is, and if you`ve heard the tracks you`ll know why I`ve been rocking out",positive
_Escobar some people seem to be getting over it pretty quick  and the guys to me didn`t seem to care,neutral
 i have tried the Teriyaki - no cookie tho!  we got (non winning) Pop-tarts with it.  All was great!,positive
wants Friday to come quick! I want my beauty sleep and shopping...,neutral
 I feel sorry for your nails. lol... I feel fine thank you,neutral
is sad that greg pritchard didnt make it through to the final of britains got talent coz he soooo deserved it,negative
 they got attacked by the club,negative
Twitter connected with FAcebook   http://twitter.com/paynetsystems & http://tinyurl.com/dagmoq,neutral
 sweet dreams,positive
 I just read your twitter bio. Love it. Very clever and cute. I`m all about smiles.,positive
